Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,16824.925621350605,17397.424936294556,19747.49858379364,19980.39166212082,3958.0888589223227,3008.262515068054,9297.846817970276,10656.029639244078,25.590700637178454,25.551319122314453,32.62901306152344,33.521175384521484,2.926497459411621,2.9091835021972656,3.4145593643188477,4.050273895263669,16827.852118810017,17400.158047676086,19750.597071647644,19983.4006357193,2704.782606374465,150.0,307344.0,75569.0
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,12996.079831123352,12962.324857711792,15738.02719116211,16296.155042648315,2548.9739561080933,2225.2389192581177,5283.485198020934,6180.9113359451285,20.804607657545024,20.722627639770508,22.536277770996094,26.68309211730957,2.951793670654297,2.979755401611328,3.432607650756836,3.8585686683654767,12999.031624794006,12965.134501457214,15740.42809009552,16298.462777137756,3011.866358025243,150.0,307344.0,75473.0
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,12393.703907330831,12246.993064880371,14536.834001541138,15001.87647819519,2016.0405572255452,1585.2179527282715,4267.428374290466,4913.1283140182495,20.636181120652324,20.26200294494629,21.758317947387695,28.3857250213623,2.8821309407552085,2.911210060119629,3.3197402954101562,3.884596824645994,12396.586038271585,12250.15389919281,14539.69886302948,15004.770631790161,3060.5751698057106,150.0,307344.0,75583.0
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,12381.541817982992,12421.519756317139,14221.752858161926,14994.240047931671,2060.4186503092446,1876.3937950134277,4036.485934257507,4946.058366298675,20.438132193976468,20.225048065185547,21.570444107055664,28.969287872314453,2.877488136291504,2.904057502746582,3.261685371398926,3.8323903083801265,12384.419306119284,12424.742698669434,14224.634647369385,14996.557228565216,3106.2790573039642,150.0,307344.0,75899.0
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,10365.878167152405,10545.435309410095,10703.89130115509,10788.24420452118,604.0609296162924,370.4676628112793,1382.8308820724487,1666.2435626983643,20.07199603109758,18.880844116210938,24.866819381713867,29.92069721221924,2.9424381256103516,2.9244422912597656,3.445124626159668,4.443056583404539,10368.820605278015,10549.000978469849,10706.737685203552,10791.100053787231,3873.1418354090247,150.0,307344.0,75051.0
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,10173.957775433859,10275.41995048523,10647.134351730347,10762.813491821289,332.1161874135335,287.5704765319824,624.3780612945557,733.2005429267883,19.556689575388152,19.30975914001465,22.199630737304688,28.155598640441895,2.9248698552449546,2.9050111770629883,3.4132957458496094,4.626922607421866,10176.882645289103,10278.181791305542,10649.518823623657,10766.00777387619,3964.7786960529215,150.0,307344.0,75637.0
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,10335.991077423096,10485.814571380615,10686.50324344635,10807.390706539154,215.31389872233072,193.3457851409912,349.5388031005859,486.4353895187377,20.152409645653094,19.568920135498047,23.7884521484375,30.005693435668945,2.9827229181925454,2.950906753540039,3.3474206924438477,4.8087859153747505,10338.973800341288,10488.64483833313,10689.841794967651,10810.337853431702,4037.4989216734552,150.0,307344.0,75481.0
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,8689.42586739858,8793.936133384705,9365.782976150513,9527.334840297699,133.7918186187744,118.96693706512451,175.9634971618652,295.4054617881774,17.616988154615058,15.68460464477539,21.801471710205078,29.65831756591797,2.9028828938802085,2.908945083618164,3.332662582397461,4.277341365814208,8692.32875029246,8797.074913978577,9368.642473220825,9529.780044555664,4122.007785521972,150.0,307344.0,75530.0
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,10124.672691027323,10268.105745315552,10627.729368209839,10836.703112125397,148.46802234649658,133.8517665863037,211.2046718597412,321.34326219558693,20.408187414898304,18.863677978515625,24.21259880065918,33.36211204528708,2.9677963256835938,2.9927492141723633,3.3458471298217773,4.615402221679685,10127.640487353006,10270.976901054382,10630.664587020874,10842.49264717102,4291.625381405664,150.0,307344.0,75547.0
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,20.0,512.0,0.7,0.9,8568.590297698975,8636.122226715088,9361.745929718018,9650.390722751617,174.69786167144775,116.40965938568115,427.3795843124388,694.897232055664,17.303421373982648,15.680789947509766,20.164155960083008,29.81250762939453,2.975295384724935,2.9505491256713867,3.490781784057617,4.790823459625239,8571.5655930837,8639.635443687439,9363.560366630554,9654.896070957184,4648.305370140898,150.0,307344.0,75589.0
