Request Id,prefill_time_execution_plus_preemption
4,0.7547877180676217
5,0.5298062109858768
14,0.8781018574315924
26,0.17295372766623007
10,1.6973387769853996
28,0.8740610605889261
36,0.3157408485982378
24,1.9360285205236285
84,0.954483783947893
33,1.121068458484487
56,1.3449993189247946
45,2.802674876516841
15,1.1582546723750102
63,0.21478063787423096
13,0.19399049562029091
37,0.14356678846006599
108,1.8338703215070318
79,0.17020816248222914
88,1.3834451358705735
44,1.1903443263081988
16,0.1327257507833406
52,1.0645511077431582
57,0.6193790352749851
94,2.5453636076427593
102,0.2936229703806106
20,3.9908645629897537
76,0.21740600525808418
64,2.8346556034715054
116,1.1107184016951592
8,1.249468490463605
12,0.6539107156304036
73,4.457320392842661
32,0.4903369084244664
0,0.7547878221439461
60,1.8690094346971104
21,0.653304718214005
48,0.5916807403999362
68,0.7469910915172147
92,3.1430103880764033
61,0.956834836975446
100,0.39909533948075904
22,0.7259945804558825
6,3.3149486197238183
110,2.3323336402183052
124,1.7645214409355816
54,2.1362511854602246
29,1.250883281631606
77,2.580730713295056
70,1.0831003844151574
69,1.071970223490709
46,0.7952145945384039
3,0.2611475748828379
40,0.26297108412993797
112,1.0997536536347141
86,0.5952556705816505
34,4.076212648069608
38,0.4268830356112785
104,1.5346471324455422
109,1.953837966067777
53,3.708490407831972
62,1.8215945767390345
30,0.21230599373808445
93,4.846682671252729
42,1.5373319336996154
72,4.603217806138366
125,0.2553655715113763
126,0.1623741100266436
85,1.3730235574599057
78,6.169211503223583
25,8.971814417296065
120,0.6501907444023338
80,2.2741902466538573
96,4.255651544994059
41,1.9043393680091079
101,1.1161916006853723
117,0.13814017911970922
118,3.7382192971165615
58,0.3662291640471267
74,0.2728520779219359
66,0.32999660340712467
67,3.619192050465145
114,0.45315921421394734
65,0.3962611186523155
1,0.8210166517549399
82,1.7621886114245164
122,2.205922596083795
2,0.8143822029370238
50,7.02947166049918
98,0.27264254226075124
90,10.599310117434683
106,0.27951395067571383
18,2.8917272492838033
71,1.5862050914479155
47,0.1567429174688968
31,2.0578442839252604
7,4.017242498525465
17,1.6453275188993208
19,2.440035250053665
11,24.466617582434687
43,0.19726216602356317
75,6.729537870008009
55,4.404686756433765
51,0.9737453095087787
59,0.1246795216263763
35,2.384413150407486
115,0.25029970330607654
99,0.13059143680504093
83,2.727870964487934
39,0.2771653079166043
91,2.532517078218028
49,3.713991111232122
27,0.7061977980320258
107,1.6800567831385678
123,17.98236284089839
9,2.357211940952234
121,0.7491047552795891
113,1.1977937062594606
119,25.935330861455604
89,1.8667476246323638
87,8.33674404817415
81,1.2110474593190013
23,1.484963954748502
103,0.43189256415866595
111,3.61307891905642
105,0.4835012872065221
97,43.5250566644494
127,0.2929234203357396
95,23.22017527775226
