cdf,prefill_time_execution_plus_preemption_normalized,replica
0.87,0.00019867452839180774,1
0.88,0.0002150486486947622,1
0.89,0.00023142276899771689,1
0.9,0.00024779688930067157,1
0.91,0.0002641710096036262,1
0.92,0.0002805451299065809,1
0.93,0.0002969192502095356,1
0.9400000000000001,0.00030806762819469334,1
0.9500000000000001,0.0003166031350209529,1
0.96,0.00032513864184721236,1
0.97,0.0003336741486734719,1
0.98,0.0003422096554997315,1
0.99,0.00035074516232599105,1
1.0,0.0003592806691522506,1
0.0,9.62513604255213e-05,2
0.01,9.728730917390118e-05,2
0.02,9.832325792228107e-05,2
0.03,9.935920667066097e-05,2
0.04,0.00010039515541904085,2
0.05,0.00010143110416742074,2
0.06,0.00010246705291580063,2
0.07,0.00010321631400214332,2
0.08,0.00010339219976441158,2
0.09,0.00010356808552667985,2
0.1,0.00010374397128894811,2
0.11,0.00010391985705121639,2
0.12,0.00010409574281348466,2
0.13,0.00010427162857575292,2
0.14,0.00010440810138667515,2
0.15,0.00010452486772192435,2
0.16,0.00010464163405717355,2
0.17,0.00010475840039242275,2
0.18,0.00010487516672767194,2
0.19,0.00010499193306292114,2
0.2,0.00010510869939817034,2
0.21,0.00010591942908904193,2
0.22,0.00010673015877991351,2
0.23,0.00010754088847078508,2
0.24,0.00010835161816165666,2
0.25,0.00010916234785252824,2
0.26,0.00010997307754339983,2
0.27,0.00011058659119313132,2
0.28,0.00011080567276058264,2
0.29,0.00011102475432803397,2
0.3,0.0001112438358954853,2
0.31,0.00011146291746293662,2
0.32,0.00011168199903038795,2
0.33,0.00011190108059783927,2
0.34,0.00011285224323044071,2
0.35000000000000003,0.0001141694463956172,2
0.36,0.0001154866495607937,2
0.37,0.0001168038527259702,2
0.38,0.0001181210558911467,2
0.39,0.00011943825905632319,2
0.4,0.00012075546222149969,2
0.41000000000000003,0.00012093355163380835,2
0.42,0.00012111164104611701,2
0.43,0.00012128973045842568,2
0.44,0.00012146781987073434,2
0.45,0.00012164590928304302,2
0.46,0.00012182399869535168,2
0.47000000000000003,0.00012224372226551317,2
0.48,0.00012314671415138031,2
0.49,0.00012404970603724748,2
0.5,0.00012495269792311462,2
0.51,0.00012585568980898177,2
0.52,0.00012675868169484893,2
0.53,0.00012766167358071608,2
0.54,0.0001282789018271316,2
0.55,0.00012875324825382126,2
0.56,0.00012922759468051093,2
0.5700000000000001,0.0001297019411072006,2
0.58,0.00013017628753389027,2
0.59,0.00013065063396057995,2
0.6,0.00013112498038726962,2
0.61,0.0001320937386766228,2
0.62,0.00013306249696597603,2
0.63,0.00013403125525532922,2
0.64,0.0001350000135446824,2
0.65,0.00013596877183403563,2
0.66,0.00013693753012338882,2
0.67,0.0001376123885460977,2
0.68,0.00013769944723551799,2
0.6900000000000001,0.00013778650592493824,2
0.7000000000000001,0.00013787356461435852,2
0.71,0.0001379606233037788,2
0.72,0.00013804768199319906,2
0.73,0.00013813474068261934,2
0.74,0.00013921338979701507,2
0.75,0.00014078783412389853,2
0.76,0.00014236227845078198,2
0.77,0.00014393672277766546,2
0.78,0.00014551116710454892,2
0.79,0.00014708561143143237,2
0.8,0.00014866005575831583,2
0.81,0.0001492885971624716,2
0.8200000000000001,0.00014991713856662736,2
0.8300000000000001,0.00015054567997078316,2
0.84,0.00015117422137493893,2
0.85,0.0001518027627790947,2
0.86,0.0001524313041832505,2
0.87,0.00015424428731460038,2
0.88,0.00015842615390033847,2
0.89,0.00016260802048607658,2
0.9,0.00016678988707181472,2
0.91,0.00017097175365755286,2
0.92,0.00017515362024329097,2
0.93,0.0001793354868290291,2
0.9400000000000001,0.00018368103518979435,2
0.9500000000000001,0.00018810842443807324,2
0.96,0.00019253581368635207,2
0.97,0.000196963202934631,2
0.98,0.00020139059218290988,2
0.99,0.00020581798143118877,2
1.0,0.00021024537067946766,2
0.0,8.622373556457559e-05,3
0.01,8.700776312957843e-05,3
0.02,8.779179069458126e-05,3
0.03,8.85758182595841e-05,3
0.04,8.935984582458693e-05,3
0.05,9.014387338958976e-05,3
0.06,9.092790095459259e-05,3
0.07,9.153807766310706e-05,3
0.08,9.180055265864475e-05,3
0.09,9.206302765418244e-05,3
0.1,9.232550264972014e-05,3
0.11,9.258797764525784e-05,3
0.12,9.285045264079553e-05,3
0.13,9.311292763633323e-05,3
0.14,9.523039019733398e-05,3
0.15,9.827534654106627e-05,3
0.16,0.00010132030288479855,3
0.17,0.00010436525922853085,3
0.18,0.00010741021557226313,3
0.19,0.00011045517191599542,3
0.2,0.0001135001282597277,3
0.21,0.00011460816878815734,3
0.22,0.00011571620931658699,3
0.23,0.00011682424984501664,3
0.24,0.00011793229037344628,3
0.25,0.00011904033090187594,3
0.26,0.00012014837143030558,3
0.27,0.00012109309734883514,3
0.28,0.0001217111940475645,3
0.29,0.00012232929074629386,3
0.3,0.00012294738744502326,3
0.31,0.00012356548414375264,3
0.32,0.00012418358084248198,3
0.33,0.00012480167754121135,3
0.34,0.0001259345026005659,3
0.35000000000000003,0.00012732469184023297,3
0.36,0.00012871488107990005,3
0.37,0.00013010507031956713,3
0.38,0.00013149525955923424,3
0.39,0.00013288544879890132,3
0.4,0.0001342756380385684,3
0.41000000000000003,0.00013499286657673969,3
0.42,0.00013571009511491097,3
0.43,0.00013642732365308225,3
0.44,0.00013714455219125354,3
0.45,0.00013786178072942482,3
0.46,0.0001385790092675961,3
0.47000000000000003,0.0001392301584894354,3
0.48,0.00013974914907861064,3
0.49,0.00014026813966778591,3
0.5,0.0001407871302569612,3
0.51,0.00014130612084613646,3
0.52,0.00014182511143531173,3
0.53,0.00014234410202448698,3
0.54,0.00014266860277469958,3
0.55,0.00014289585860543082,3
0.56,0.00014312311443616206,3
0.5700000000000001,0.00014335037026689333,3
0.58,0.00014357762609762458,3
0.59,0.00014380488192835582,3
0.6,0.00014403213775908706,3
0.61,0.00014428119107421787,3
0.62,0.0001445302443893487,3
0.63,0.00014477929770447952,3
0.64,0.00014502835101961033,3
0.65,0.00014527740433474117,3
0.66,0.00014552645764987198,3
0.67,0.00014585659051628296,3
0.68,0.00014634888248525425,3
0.6900000000000001,0.00014684117445422552,3
0.7000000000000001,0.0001473334664231968,3
0.71,0.0001478257583921681,3
0.72,0.00014831805036113937,3
0.73,0.00014881034233011066,3
0.74,0.0001493768986700998,3
0.75,0.0001499805871955978,3
0.76,0.00015058427572109582,3
0.77,0.00015118796424659387,3
0.78,0.00015179165277209188,3
0.79,0.0001523953412975899,3
0.8,0.00015299902982308792,3
0.81,0.00015737983762560895,3
0.8200000000000001,0.00016176064542812996,3
0.8300000000000001,0.000166141453230651,3
0.84,0.00017052226103317207,3
0.85,0.0001749030688356931,3
0.86,0.00017928387663821417,3
0.87,0.00018590999529038705,3
0.88,0.0001970267356418634,3
0.89,0.00020814347599333987,3
0.9,0.00021926021634481634,3
0.91,0.0002303769566962928,3
0.92,0.00024149369704776926,3
0.93,0.00025261043739924574,3
0.9400000000000001,0.0002585885427505816,3
0.9500000000000001,0.00026199733060184725,3
0.96,0.00026540611845311286,3
0.97,0.00026881490630437853,3
0.98,0.0002722236941556442,3
0.99,0.00027563248200690986,3
1.0,0.0002790412698581755,3
0.0,9.565692153750784e-05,4
0.01,9.68774368973854e-05,4
0.02,9.809795225726298e-05,4
0.03,9.931846761714055e-05,4
0.04,0.00010053898297701812,4
0.05,0.00010175949833689569,4
0.06,0.00010298001369677327,4
0.07,0.00010418839516719866,4
0.08,0.00010537250885871972,4
0.09,0.00010655662255024077,4
0.1,0.00010774073624176183,4
0.11,0.00010892484993328288,4
0.12,0.00011010896362480393,4
0.13,0.000111293077316325,4
0.14,0.000111741343010546,4
0.15,0.000111821684706117,4
0.16,0.00011190202640168799,4
0.17,0.00011198236809725899,4
0.18,0.00011206270979282999,4
0.19,0.00011214305148840099,4
0.2,0.00011222339318397198,4
0.21,0.00011223435775426493,4
0.22,0.0001122453223245579,4
0.23,0.00011225628689485084,4
0.24,0.00011226725146514381,4
0.25,0.00011227821603543676,4
0.26,0.00011228918060572971,4
0.27,0.00011230984492269362,4
0.28,0.00011234990873299939,4
0.29,0.00011238997254330518,4
0.3,0.00011243003635361096,4
0.31,0.00011247010016391674,4
0.32,0.00011251016397422252,4
0.33,0.0001125502277845283,4
0.34,0.00011258543138257271,4
0.35000000000000003,0.00011261820487448642,4
0.36,0.00011265097836640013,4
0.37,0.00011268375185831384,4
0.38,0.00011271652535022756,4
0.39,0.00011274929884214127,4
0.4,0.00011278207233405498,4
0.41000000000000003,0.00011327984754667322,4
0.42,0.00011377762275929146,4
0.43,0.00011427539797190969,4
0.44,0.00011477317318452792,4
0.45,0.00011527094839714616,4
0.46,0.0001157687236097644,4
0.47000000000000003,0.0001161697773200539,4
0.48,0.00011637738802568592,4
0.49,0.00011658499873131795,4
0.5,0.00011679260943694998,4
0.51,0.000117000220142582,4
0.52,0.00011720783084821403,4
0.53,0.00011741544155384606,4
0.54,0.00011749034597312331,4
0.55,0.00011749889724922315,4
0.56,0.000117507448525323,4
0.5700000000000001,0.00011751599980142285,4
0.58,0.0001175245510775227,4
0.59,0.00011753310235362255,4
0.6,0.0001175416536297224,4
0.61,0.00011835679179587896,4
0.62,0.00011917192996203551,4
0.63,0.00011998706812819205,4
0.64,0.00012080220629434861,4
0.65,0.00012161734446050517,4
0.66,0.00012243248262666174,4
0.67,0.00012323090021844108,4
0.68,0.00012399587666146603,4
0.6900000000000001,0.00012476085310449099,4
0.7000000000000001,0.00012552582954751594,4
0.71,0.00012629080599054087,4
0.72,0.00012705578243356582,4
0.73,0.00012782075887659078,4
0.74,0.00012815259681220488,4
0.75,0.00012826786549411355,4
0.76,0.00012838313417602224,4
0.77,0.0001284984028579309,4
0.78,0.00012861367153983957,4
0.79,0.00012872894022174827,4
0.8,0.00012884420890365693,4
0.81,0.00012908512261193076,4
0.8200000000000001,0.00012932603632020458,4
0.8300000000000001,0.0001295669500284784,4
0.84,0.00012980786373675222,4
0.85,0.00013004877744502604,4
0.86,0.00013028969115329986,4
0.87,0.0001312012518795883,4
0.88,0.0001334541066419059,4
0.89,0.00013570696140422352,4
0.9,0.00013795981616654114,4
0.91,0.0001402126709288588,4
0.92,0.00014246552569117642,4
0.93,0.00014471838045349405,4
0.9400000000000001,0.00014577765498048314,4
0.9500000000000001,0.000146240139389808,4
0.96,0.00014670262379913284,4
0.97,0.0001471651082084577,4
0.98,0.00014762759261778257,4
0.99,0.00014809007702710743,4
1.0,0.0001485525614364323,4
0.0,7.685835801120876e-05,5
0.01,7.860643431508226e-05,5
0.02,8.035451061895575e-05,5
0.03,8.210258692282923e-05,5
0.04,8.385066322670273e-05,5
0.05,8.559873953057622e-05,5
0.06,8.734681583444972e-05,5
0.07,8.898865458875422e-05,5
0.08,9.041801824392077e-05,5
0.09,9.184738189908731e-05,5
0.1,9.327674555425385e-05,5
0.11,9.470610920942041e-05,5
0.12,9.613547286458694e-05,5
0.13,9.75648365197535e-05,5
0.14,9.814749138793224e-05,5
0.15,9.830679186261708e-05,5
0.16,9.846609233730192e-05,5
0.17,9.862539281198677e-05,5
0.18,9.878469328667161e-05,5
0.19,9.894399376135645e-05,5
0.2,9.91032942360413e-05,5
0.21,9.915116301831898e-05,5
0.22,9.919903180059666e-05,5
0.23,9.924690058287435e-05,5
0.24,9.929476936515203e-05,5
0.25,9.934263814742971e-05,5
0.26,9.93905069297074e-05,5
0.27,9.975594267291833e-05,5
0.28,0.00010075651233799574,5
0.29,0.00010175708200307316,5
0.3,0.00010275765166815059,5
0.31,0.00010375822133322801,5
0.32,0.00010475879099830543,5
0.33,0.00010575936066338284,5
0.34,0.00010681110629300968,5
0.35000000000000003,0.0001078884399049112,5
0.36,0.00010896577351681273,5
0.37,0.00011004310712871426,5
0.38,0.00011112044074061579,5
0.39,0.00011219777435251733,5
0.4,0.00011327510796441885,5
0.41000000000000003,0.00011355010589460565,5
0.42,0.00011382510382479245,5
0.43,0.00011410010175497925,5
0.44,0.00011437509968516605,5
0.45,0.00011465009761535285,5
0.46,0.00011492509554553965,5
0.47000000000000003,0.00011534769476900183,5
0.48,0.00011606549657901479,5
0.49,0.00011678329838902774,5
0.5,0.00011750110019904069,5
0.51,0.00011821890200905364,5
0.52,0.0001189367038190666,5
0.53,0.00011965450562907956,5
0.54,0.00012009279824974278,5
0.55,0.00012039133627573113,5
0.56,0.00012068987430171949,5
0.5700000000000001,0.00012098841232770785,5
0.58,0.00012128695035369621,5
0.59,0.00012158548837968458,5
0.6,0.00012188402640567294,5
0.61,0.00012193772078047043,5
0.62,0.00012199141515526793,5
0.63,0.00012204510953006541,5
0.64,0.0001220988039048629,5
0.65,0.0001221524982796604,5
0.66,0.0001222061926544579,5
0.67,0.00012296968562397606,5
0.68,0.0001251527757829355,5
0.6900000000000001,0.00012733586594189492,5
0.7000000000000001,0.00012951895610085437,5
0.71,0.00013170204625981378,5
0.72,0.00013388513641877323,5
0.73,0.00013606822657773266,5
0.74,0.00013687478435873082,5
0.75,0.0001369930759507483,5
0.76,0.00013711136754276576,5
0.77,0.0001372296591347832,5
0.78,0.00013734795072680068,5
0.79,0.00013746624231881816,5
0.8,0.00013758453391083563,5
0.81,0.00013775472347558946,5
0.8200000000000001,0.00013792491304034333,5
0.8300000000000001,0.00013809510260509716,5
0.84,0.000138265292169851,5
0.85,0.00013843548173460486,5
0.86,0.0001386056712993587,5
0.87,0.00013927265343084886,5
0.88,0.00014093322069581168,5
0.89,0.00014259378796077453,5
0.9,0.00014425435522573735,5
0.91,0.0001459149224907002,5
0.92,0.00014757548975566305,5
0.93,0.0001492360570206259,5
0.9400000000000001,0.00015108721978281128,5
0.9500000000000001,0.00015303368029360797,5
0.96,0.00015498014080440463,5
0.97,0.00015692660131520135,5
0.98,0.00015887306182599804,5
0.99,0.00016081952233679473,5
1.0,0.00016276598284759142,5
0.0,0.00010311184435055036,6
0.01,0.0001036560777837962,6
0.02,0.00010420031121704203,6
0.03,0.00010474454465028787,6
0.04,0.0001052887780835337,6
0.05,0.00010583301151677954,6
0.06,0.00010637724495002538,6
0.07,0.00010700606194628267,6
0.08,0.00010780404606856286,6
0.09,0.00010860203019084306,6
0.1,0.00010940001431312325,6
0.11,0.00011019799843540343,6
0.12,0.00011099598255768363,6
0.13,0.00011179396667996382,6
0.14,0.00011208184307815789,6
0.15,0.00011211466561430887,6
0.16,0.00011214748815045986,6
0.17,0.00011218031068661084,6
0.18,0.00011221313322276182,6
0.19,0.00011224595575891282,6
0.2,0.0001122787782950638,6
0.21,0.00011238767764868125,6
0.22,0.0001124965770022987,6
0.23,0.00011260547635591615,6
0.24,0.0001127143757095336,6
0.25,0.00011282327506315105,6
0.26,0.0001129321744167685,6
0.27,0.00011307596270116488,6
0.28,0.0001132895288471191,6
0.29,0.00011350309499307333,6
0.3,0.00011371666113902756,6
0.31,0.00011393022728498178,6
0.32,0.00011414379343093602,6
0.33,0.00011435735957689024,6
0.34,0.00011476593630054242,6
0.35000000000000003,0.00011527201831304356,6
0.36,0.00011577810032554471,6
0.37,0.00011628418233804585,6
0.38,0.000116790264350547,6
0.39,0.00011729634636304814,6
0.4,0.00011780242837554929,6
0.41000000000000003,0.00011846070329591744,6
0.42,0.00011911897821628558,6
0.43,0.00011977725313665373,6
0.44,0.00012043552805702188,6
0.45,0.00012109380297739004,6
0.46,0.00012175207789775819,6
0.47000000000000003,0.000122407241213303,6
0.48,0.00012305618131920108,6
0.49,0.00012370512142509916,6
0.5,0.00012435406153099728,6
0.51,0.00012500300163689537,6
0.52,0.00012565194174279346,6
0.53,0.00012630088184869154,6
0.54,0.00012696779476656955,6
0.55,0.00012764369409043748,6
0.56,0.0001283195934143054,6
0.5700000000000001,0.00012899549273817334,6
0.58,0.00012967139206204127,6
0.59,0.00013034729138590922,6
0.6,0.00013102319070977715,6
0.61,0.0001310610829518962,6
0.62,0.00013109897519401523,6
0.63,0.00013113686743613427,6
0.64,0.00013117475967825332,6
0.65,0.00013121265192037236,6
0.66,0.0001312505441624914,6
0.67,0.00013158151832035314,6
0.68,0.00013249865630970024,6
0.6900000000000001,0.00013341579429904733,6
0.7000000000000001,0.00013433293228839443,6
0.71,0.00013525007027774153,6
0.72,0.00013616720826708863,6
0.73,0.00013708434625643573,6
0.74,0.00013766597130318,6
0.75,0.00013807983987862288,6
0.76,0.00013849370845406576,6
0.77,0.00013890757702950864,6
0.78,0.00013932144560495151,6
0.79,0.00013973531418039436,6
0.8,0.00014014918275583724,6
0.81,0.0001403794934107285,6
0.8200000000000001,0.00014060980406561976,6
0.8300000000000001,0.00014084011472051102,6
0.84,0.00014107042537540228,6
0.85,0.00014130073603029354,6
0.86,0.0001415310466851848,6
0.87,0.00014242384631182992,6
0.88,0.00014464162388198274,6
0.89,0.00014685940145213556,6
0.9,0.00014907717902228838,6
0.91,0.0001512949565924412,6
0.92,0.00015351273416259402,6
0.93,0.00015573051173274686,6
0.9400000000000001,0.0001581335618400123,6
0.9500000000000001,0.0001606292482158341,6
0.96,0.0001631249345916559,6
0.97,0.0001656206209674777,6
0.98,0.0001681163073432995,6
0.99,0.0001706119937191213,6
1.0,0.0001731076800949431,6
0.0,0.00010869227761435464,7
0.01,0.00010906321442633939,7
0.02,0.00010943415123832416,7
0.03,0.00010980508805030892,7
0.04,0.00011017602486229368,7
0.05,0.00011054696167427844,7
0.06,0.00011091789848626321,7
0.07,0.00011141211992585108,7
0.08,0.00011215291062064515,7
0.09,0.00011289370131543924,7
0.1,0.00011363449201023333,7
0.11,0.00011437528270502741,7
0.12,0.0001151160733998215,7
0.13,0.00011585686409461557,7
0.14,0.00011615761099001732,7
0.15,0.0001162383359857229,7
0.16,0.00011631906098142848,7
0.17,0.00011639978597713405,7
0.18,0.00011648051097283962,7
0.19,0.00011656123596854521,7
0.2,0.00011664196096425078,7
0.21,0.00011792325057126555,7
0.22,0.00011920454017828031,7
0.23,0.00012048582978529508,7
0.24,0.00012176711939230984,7
0.25,0.0001230484089993246,7
0.26,0.00012432969860633937,7
0.27,0.00012518983908497427,7
0.28,0.00012520768130684946,7
0.29,0.00012522552352872465,7
0.3,0.00012524336575059987,7
0.31,0.00012526120797247506,7
0.32,0.00012527905019435025,7
0.33,0.00012529689241622545,7
0.34,0.00012573290528017074,7
0.35000000000000003,0.00012637800346515111,7
0.36,0.00012702310165013146,7
0.37,0.00012766819983511184,7
0.38,0.0001283132980200922,7
0.39,0.00012895839620507256,7
0.4,0.00012960349439005293,7
0.41000000000000003,0.000132155173690626,7
0.42,0.00013470685299119908,7
0.43,0.00013725853229177215,7
0.44,0.0001398102115923452,7
0.45,0.0001423618908929183,7
0.46,0.0001449135701934914,7
0.47000000000000003,0.0001466290668761979,7
0.48,0.00014667219832317126,7
0.49,0.00014671532977014463,7
0.5,0.000146758461217118,7
0.51,0.00014680159266409137,7
0.52,0.00014684472411106473,7
0.53,0.0001468878555580381,7
0.54,0.00014744467878910865,7
0.55,0.00014825834791222777,7
0.56,0.0001490720170353469,7
0.5700000000000001,0.00014988568615846603,7
0.58,0.00015069935528158512,7
0.59,0.00015151302440470426,7
0.6,0.00015232669352782338,7
0.61,0.0001527179055303164,7
0.62,0.00015310911753280937,7
0.63,0.00015350032953530238,7
0.64,0.0001538915415377954,7
0.65,0.00015428275354028838,7
0.66,0.0001546739655427814,7
0.67,0.00015499416458833164,7
0.68,0.0001551723377199964,7
0.6900000000000001,0.00015535051085166114,7
0.7000000000000001,0.0001555286839833259,7
0.71,0.00015570685711499064,7
0.72,0.0001558850302466554,7
0.73,0.00015606320337832014,7
0.74,0.00015979317729893593,7
0.75,0.00016529905161402728,7
0.76,0.00017080492592911863,7
0.77,0.00017631080024420998,7
0.78,0.00018181667455930133,7
0.79,0.00018732254887439268,7
0.8,0.00019282842318948398,7
0.81,0.00019511049000251092,7
0.8200000000000001,0.00019739255681553783,7
0.8300000000000001,0.00019967462362856478,7
0.84,0.00020195669044159172,7
0.85,0.00020423875725461866,7
0.86,0.0002065208240676456,7
0.87,0.00021166396926633815,7
0.88,0.00022252927123636167,7
0.89,0.00023339457320638532,7
0.9,0.00024425987517640897,7
0.91,0.0002551251771464326,7
0.92,0.00026599047911645627,7
0.93,0.0002768557810864799,7
0.9400000000000001,0.00028200797301030555,7
0.9500000000000001,0.00028430360991103234,7
0.96,0.00028659924681175914,7
0.97,0.00028889488371248594,7
0.98,0.00029119052061321273,7
0.99,0.00029348615751393953,7
1.0,0.0002957817944146663,7
