Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,7480.712129275004,7582.5899839401245,7869.051933288574,7942.584969997406,103.05628140767415,97.71692752838135,132.93557167053217,178.2712936401365,14.69085999835604,14.305591583251953,16.65472984313965,19.173660278320312,3.004342714945475,3.0199289321899414,3.52323055267334,3.8730144500732404,7483.716471989949,7585.373878479004,7872.173762321472,7945.7643866539,942.288291845279,150.0,307344.0,75479.0
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,8742.486515045166,8869.582414627075,8912.763023376465,8944.683244228363,103.1502914428711,99.44868087768555,111.99922561645508,187.57394313812227,17.13541274816194,17.071247100830078,17.491674423217777,21.540856361389455,3.0230490366617837,3.022432327270508,3.475189208984375,4.3060469627380344,8745.509564081827,8872.463941574097,8917.102074623108,8947.777304649353,815.3087943345325,150.0,307344.0,75777.0
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,9006.126713752747,9087.107181549072,9227.915024757385,9617.471561431883,118.97245089213054,104.53581809997559,144.77953910827637,547.6625776290875,17.607615239994008,17.525434494018555,17.981767654418945,23.267681598663334,3.108800252278646,3.118276596069336,3.6208629608154297,4.379863739013666,9009.235514005026,9090.290784835815,9230.88891506195,9621.417579650877,860.4641914784918,150.0,307344.0,75860.0
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,9194.605372746786,9310.940265655518,9433.940625190735,9586.274716854094,118.58635107676189,108.05237293243408,130.37805557250977,386.0707545280419,18.023225333043715,17.905712127685547,18.169164657592773,24.78313446044922,3.2166004180908203,3.2497644424438477,3.736543655395508,4.506804943084716,9197.821973164877,9314.244866371155,9436.893963813782,9590.466594696043,866.8381723804516,150.0,307344.0,75686.0
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,7390.196564992269,7499.669909477234,7572.796845436096,7662.710089683533,92.88937886555989,89.74015712738037,99.83129501342773,169.89134788513184,14.489893714939326,14.350533485412598,15.125513076782227,17.57802724838257,3.2166576385498047,3.2292604446411133,3.6867856979370117,4.992384910583496,7393.413222630818,7502.720475196838,7576.112985610962,7666.85245513916,795.9802980651283,150.0,307344.0,75692.0
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,9030.489430427551,9173.447012901306,9282.302069664001,9302.233791351318,105.90223948160808,103.64091396331787,116.28601551055907,174.22616243362424,17.78207032629175,17.709732055664062,18.135786056518555,21.98284149169921,3.1153090794881186,3.1082630157470703,3.572368621826172,5.009822845458975,9033.60473950704,9176.533102989197,9285.288310050964,9305.745649337769,884.2978224384249,150.0,307344.0,75433.0
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,8772.859718004862,8869.742393493652,9015.73383808136,9056.182878017426,104.13643995920818,100.43454170227051,110.28530597686768,229.73201751708936,17.19006486548791,17.09890365600586,17.496347427368164,21.7569637298584,3.0077282587687173,3.032684326171875,3.407144546508789,4.349565505981443,8775.867446263632,8872.506737709045,9018.508195877075,9060.000188350677,924.8828834030976,150.0,307344.0,75793.0
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,7568.183148701985,7702.433109283447,7733.837032318115,7875.994272232056,92.86765893300374,91.77100658416748,99.96223449707031,131.23095273971546,14.881574611422831,14.717817306518555,15.35327434539795,21.52897357940674,4.2190202077229815,4.3936967849731445,5.442953109741211,6.431748867034912,7572.402168909709,7706.67564868927,7736.674332618713,7882.474472522736,804.8119562866256,150.0,307344.0,75498.0
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,9344.34654712677,9447.973012924194,9552.848529815674,9870.313653945923,112.73483594258626,108.01482200622559,121.07303142547607,258.82494211196814,18.32977695271692,18.174409866333008,18.614530563354492,25.477075576782234,4.0610551834106445,4.039764404296875,5.280494689941406,6.203517913818353,9348.40760231018,9452.580213546753,9558.004331588745,9874.293620586395,891.0336164705077,150.0,307344.0,75696.0
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,2.0,512.0,0.7,0.9,7775.216938654582,7906.746983528137,8002.301025390625,8402.950737476349,97.68968264261882,92.4140214920044,104.75962162017822,256.7451477050762,15.315025710344276,15.149831771850586,15.830039978027344,22.329366207122806,3.521107037862142,3.360152244567871,4.796576499938965,6.020858287811272,7778.738045692444,7910.79580783844,8005.947685241699,8407.438781261444,874.2655348820391,150.0,307344.0,75346.0
