Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Schedule_Delay_Avg,Schedule_Delay_P50,Schedule_Delay_P90,Schedule_Delay_P99,E2E_Latency_Avg,E2E_Latency_P50,E2E_Latency_P90,E2E_Latency_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
meta-llama/Meta-Llama-3-8B,1,1,1,1.0,1.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,18584.212522506714,18956.265330314636,22564.09285068512,23259.298243522644,5783.166721661885,4870.3824281692505,12333.640098571777,14167.8711438179,25.501778198749836,25.449037551879883,32.6690673828125,33.6613655090332,2.949927647908529,2.951979637145996,3.5874366760253906,4.028677940368648,18587.16245015462,18959.33163166046,22567.009377479553,23261.686437129974,2729.15495208791,150.0,307344.0,75445.0
meta-llama/Meta-Llama-3-8B,1,2,1,1.0,2.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,14955.872130393982,14755.130290985107,19353.686118125916,20353.56419324875,4516.989175478618,4078.558325767517,9139.513993263245,10286.44825220108,20.738123641188718,20.615339279174805,22.573232650756836,26.942968368530273,2.9090754191080728,2.896904945373535,3.4926414489746094,3.9836597442626953,14958.78120581309,14757.67707824707,19356.83047771454,20355.748410224915,3052.8516413806515,150.0,307344.0,75655.0
meta-llama/Meta-Llama-3-8B,1,4,1,1.0,4.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,14643.476832707724,14471.53639793396,18812.322068214417,19722.286574840546,4513.620262145996,4276.154518127441,8739.039373397827,9763.34415435791,20.181939282345287,19.899368286132812,21.366357803344727,28.232097625732422,2.879816691080729,2.909064292907715,3.3950090408325195,3.762049674987791,14646.356649398804,14474.292993545532,18815.134143829346,19724.77387189865,3090.7885489889613,150.0,307344.0,75439.0
meta-llama/Meta-Llama-3-8B,1,8,1,1.0,8.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,15051.075083414713,14883.569121360779,19408.17267894745,20340.01758337021,4784.018363952637,4448.7810134887695,9222.859787940979,10274.452974796295,20.331068195307314,20.200252532958984,21.50702476501465,27.99081802368164,3.0696376164754233,3.032803535461426,3.5161972045898433,6.016366481781003,15054.144721031189,14886.702179908752,19411.209535598755,20342.292177677155,3101.431357004022,150.0,307344.0,75899.0
meta-llama/Meta-Llama-3-8B,2,1,1,2.0,1.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,11509.830368359884,11587.397456169128,12570.9486246109,12854.704480171204,1534.3212890625,1300.7786273956299,3184.391617774963,3737.81418800354,20.499862658643032,19.098401069641113,24.80695247650147,31.964387893676754,2.881765365600586,2.8978586196899414,3.2463788986206055,4.357750415801999,11512.712133725485,11590.424060821533,12574.006533622742,12857.637505531311,3983.3684188083726,150.0,307344.0,75242.0
meta-llama/Meta-Llama-3-8B,2,2,1,2.0,2.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,11353.230559031168,11365.075826644897,12689.61009979248,13005.596377849579,1360.9672689437866,1231.9471836090088,2497.993278503418,2826.9484472274776,20.40180617230608,19.459962844848633,21.842479705810547,31.016433238983154,2.919419606526693,2.9211044311523438,3.334188461303711,4.610786437988279,11356.149978637695,11368.314385414124,12692.971134185791,13007.855353355408,3907.40856431065,150.0,307344.0,75566.0
meta-llama/Meta-Llama-3-8B,2,4,1,2.0,4.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,11270.782175064087,11180.476546287537,12491.498160362244,12763.066198825836,1197.991574605306,946.6568231582642,2183.674478530884,2607.018132209777,20.528500994347247,19.403696060180664,22.484302520751953,32.3643684387207,2.8247547149658203,2.823352813720703,3.17847728729248,4.378168582916258,11273.606929779053,11183.10296535492,12494.1073179245,12765.828862190247,4427.561026205409,150.0,307344.0,75701.0
meta-llama/Meta-Llama-3-8B,4,1,1,4.0,1.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,8509.331029256186,8616.98055267334,8919.012260437012,8969.588668346405,161.34648164113364,149.25003051757812,245.43716907501218,320.38646697998024,16.621058429441653,15.547513961791992,19.817733764648466,29.830455780029297,2.879826227823893,2.887129783630371,3.2393455505371094,4.405798912048338,8512.210855484009,8619.97938156128,8921.749877929688,8973.156900405884,5004.7830153770365,150.0,307344.0,75488.0
meta-llama/Meta-Llama-3-8B,4,2,1,4.0,2.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,10181.170539855957,10279.124140739441,10531.39340877533,10694.520914554596,214.2201328277588,191.47515296936035,353.70240211486816,619.9128627777089,20.39927103407239,18.996477127075195,22.4456787109375,31.618118286132812,2.9685036341349282,2.945542335510254,3.417897224426269,4.782171249389642,10184.139043490091,10282.07540512085,10533.96897315979,10696.779305934906,5096.924631745089,150.0,307344.0,75780.0
meta-llama/Meta-Llama-3-8B,8,1,1,8.0,1.0,1.0,512.0,512.0,8.0,40.0,512.0,0.7,0.9,8525.311131477356,8604.703187942505,9275.854659080505,9476.2442445755,198.7555249532064,127.15137004852295,516.6441202163696,627.3197913169857,17.213343118339463,15.77901840209961,19.722270965576172,31.289339065551758,2.85948117574056,2.845644950866699,3.288555145263672,4.660713672637932,8528.170612653097,8607.04505443573,9278.621625900269,9480.209732055664,5868.472636415868,150.0,307344.0,75279.0
