Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,Max_Batch_Tokens,Max_Num_Seqs,Concurrency,QPS,Max_Tokens,Temperature,Top_P,Total_Gen_Avg,Total_Gen_P50,Total_Gen_P90,Total_Gen_P99,First_Token_Avg,First_Token_P50,First_Token_P90,First_Token_P99,Inter_Token_Avg,Inter_Token_P50,Inter_Token_P90,Inter_Token_P99,Throughput,Total_Requests,Total_Input_Tokens,Total_Output_Tokens
run_20250716_224611,meta-llama/Meta-Llama-3-8B,1,1,1,512,512,8,15.0,512,0.7,0.9,60614.60444132487,67051.85103416443,83173.33934307098,83494.07137155533,30727.07308928172,33376.410603523254,66210.44013500214,70098.92580032349,59.22074891255399,72.48151302337646,82.75127410888672,84.43689346313477,811.9794926658311,150,307344,75852
run_20250716_224816,meta-llama/Meta-Llama-3-8B,2,1,1,512,512,8,15.0,512,0.7,0.9,37510.181959470116,37173.87092113495,42858.10668468475,43160.601234436035,8745.151462554932,3673.2428073883057,28727.531623840332,30337.787859439846,57.1248482667951,58.94291400909424,81.37891292572021,122.44296073913574,1391.4925169713324,150,307344,75682
run_20250716_224941,meta-llama/Meta-Llama-3-8B,4,1,1,512,512,8,15.0,512,0.7,0.9,16601.23966852824,16704.918265342712,18963.232254981995,19167.034401893616,415.18566449483234,354.66253757476807,598.5810995101929,1174.6733021736136,32.21061800764109,27.205467224121094,53.97164821624756,68.66276264190674,2878.4180081610357,150,307344,75526
run_20250716_225039,meta-llama/Meta-Llama-3-8B,8,1,1,512,512,8,15.0,512,0.7,0.9,14194.209000269571,14233.968257904053,16440.410017967224,16812.93992996216,304.81550216674805,285.47585010528564,401.9207954406738,482.92292833328247,28.28757945257017,22.974491119384766,47.33777046203613,69.95618343353271,3430.76115033384,150,307344,75601
run_20250716_225137,meta-llama/Meta-Llama-3-8B,1,2,1,512,512,8,15.0,512,0.7,0.9,36559.594424565636,38064.28074836731,40946.767354011536,41283.66576194763,10867.704542477926,8284.008622169495,24949.03836250305,28817.474398612972,51.140344289874854,55.05847930908203,75.88896751403809,78.55059623718307,1457.9674845258357,150,307344,75507
run_20250716_225303,meta-llama/Meta-Llama-3-8B,2,2,1,512,512,8,15.0,512,0.7,0.9,17157.226781845093,17430.71484565735,18234.033703804016,18512.993574142456,1237.1727275848389,1090.0219678878784,2420.721554756164,2938.334972858429,32.369668833445736,26.64947509765625,50.96864700317383,56.57362937927246,2719.724555144696,150,307344,75573
run_20250716_225405,meta-llama/Meta-Llama-3-8B,4,2,1,512,512,8,15.0,512,0.7,0.9,14240.797181129456,14303.0344247818,15366.955709457397,15699.418361186981,226.75642808278403,210.52587032318115,312.1767997741699,403.4570479393001,27.82992553486199,25.907516479492188,36.78474426269531,47.04857349395752,3272.514449913024,150,307344,75684
run_20250716_225507,meta-llama/Meta-Llama-3-8B,1,4,1,512,512,8,15.0,512,0.7,0.9,24722.677264213562,25484.182715415955,29109.85095500946,30020.19891023636,6737.073267300923,5551.295876502991,15153.94911766052,17628.22200775146,35.72209801014792,36.40890121459961,47.84369468688965,49.341678619384766,1965.0834782706445,150,307344,75673
run_20250716_225619,meta-llama/Meta-Llama-3-8B,2,4,1,512,512,8,15.0,512,0.7,0.9,13678.033286730448,13910.672545433044,14245.76461315155,14377.758316993713,401.1717367172241,288.5854244232178,785.9458446502684,1213.4632062911978,26.976345329013387,25.058269500732422,34.04712677001953,40.60490608215331,3264.753759379644,150,307344,75476
run_20250716_225719,meta-llama/Meta-Llama-3-8B,1,8,1,512,512,8,15.0,512,0.7,0.9,15286.80628935496,15233.359456062317,17638.813734054565,17883.078413009644,1971.4963293075562,1130.0671100616455,4967.134165763855,5866.264543533324,26.50620913553648,25.99477767944336,30.88545799255371,35.130977630615234,2457.384270359449,150,307344,75502
